"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"1",0,509.094220221389,951.591565657429,646.983708929581,458.787881789177,228.655988230125,630.935508744575,548.695450856732,533.247279927305,240.246554369716,591.582009966123,917.819384481221,196.732115718111,1046.71229991169,152.335298296672
"2",509.094220221389,0,1456.58418780135,1116.42889853186,771.625269472155,283.328806136977,993.274241154718,475.598580895652,221.06035396325,679.523356048006,960.968624943325,1420.65913861049,528.059764408057,666.76716722075,530.68552044026
"3",951.591565657429,1456.58418780135,0,419.960135787401,1006.48494954296,1180.11022014799,923.570844295921,1299.93005338373,1427.16541521695,867.709276468884,722.926131680168,49.023274472373,1018.44545349252,1874.72375181362,940.497078895062
"4",646.983708929581,1116.42889853186,419.960135787401,0,882.133849812816,861.503614617105,897.989735186022,893.103241593667,1049.51044998279,665.823713872609,306.088287449095,372.03404469513,778.323204625373,1467.50233792699,585.762188885627
"5",458.787881789177,771.625269472155,1006.48494954296,882.133849812816,0,543.209319033794,223.47278587932,990.713351738481,899.628779975255,248.864462445813,963.877745552191,992.753961600391,284.191044594163,1417.22597758082,606.996850003336
"6",228.655988230125,283.328806136977,1180.11022014799,861.503614617105,543.209319033794,0,753.742906890367,477.739632189959,357.664511644763,405.173822486871,754.876466135095,1145.93575212668,268.207546932861,878.364099167924,288.784859152201
"7",630.935508744575,993.274241154718,923.570844295921,897.989735186022,223.47278587932,753.742906890367,0,1178.14241330711,1111.39527520568,392.423357767203,1045.34993913406,920.418186716027,486.576053263486,1631.72448202965,765.929011122206
"8",548.695450856732,475.598580895652,1299.93005338373,893.103241593667,990.713351738481,477.739632189959,1178.14241330711,0,270.622772257184,788.939160220369,639.556403320678,1255.05317113225,707.04918799024,575.055045760762,435.55890822136
"9",533.247279927305,221.06035396325,1427.16541521695,1049.51044998279,899.628779975255,357.664511644763,1111.39527520568,270.622772257184,0,751.996490213341,843.777352165129,1386.51540456304,625.371287750518,521.553672986561,489.689798989229
"10",240.246554369716,679.523356048006,867.709276468884,665.823713872609,248.864462445813,405.173822486871,392.423357767203,788.939160220369,751.996490213341,0,717.438023759596,844.004223720767,160.951868803072,1272.29093699446,374.275086950452
"11",591.582009966123,960.968624943325,722.926131680168,306.088287449095,963.877745552191,754.876466135095,1045.34993913406,639.556403320678,843.777352165129,717.438023759596,0,674.281265218053,773.11504669543,1201.94920159895,468.971495984374
"12",917.819384481221,1420.65913861049,49.023274472373,372.03404469513,992.753961600391,1145.93575212668,920.418186716027,1255.05317113225,1386.51540456304,844.004223720767,674.281265218053,0,992.012743896594,1830.02448970258,901.367273217159
"13",196.732115718111,528.059764408057,1018.44545349252,778.323204625373,284.191044594163,268.207546932861,486.576053263486,707.04918799024,625.371287750518,160.951868803072,773.11504669543,992.012743896594,0,1146.49378161453,348.64404823459
"14",1046.71229991169,666.76716722075,1874.72375181362,1467.50233792699,1417.22597758082,878.364099167924,1631.72448202965,575.055045760762,521.553672986561,1272.29093699446,1201.94920159895,1830.02448970258,1146.49378161453,0,975.306710705817
"15",152.335298296672,530.68552044026,940.497078895062,585.762188885627,606.996850003336,288.784859152201,765.929011122206,435.55890822136,489.689798989229,374.275086950452,468.971495984374,901.367273217159,348.64404823459,975.306710705817,0
